0	25947.3
2	23888.4
11	23636.7
26	23413.4
110	22882.3
116	22652.4
174	22456.8
286	21856.8
439	21853.2
527	21818.2
579	21094.3
1490	20671.5
6422	19998
17463	19868.1
19069	19106.6
196469	18699
806941	18101.1
